student_id,age,gender,region,school_type,socio_economic,parent_education,parent_income,enrollment_date,graduation_year,school_rank,previous_gpa,attendance_rate,study_hours_per_week,num_extracurriculars,internet_access,math_score,physics_score,chemistry_score,biology_score,literature_score,english_score,math_level,physics_level,literature_level,english_level,communication,teamwork,leadership,problem_solving,preferred_option,satisfaction
S101611,18,M,Gabes,Private,Medium,Primary,40434.0,2021-12-07,2023,50,13.59,0.95,7.86,3,School only,12.73,10.0,10.69,16.03,10.77,,C,D,C,D,4.43,4.91,3.24,3.18,IT,3.0
S100137,18,F,Gabes,Public,Medium,Secondary,44431.0,2023-12-03,2023,389,9.96,0.882,3.66,2,Home+Mobile,19.14,11.41,15.79,4.83,14.48,12.51,A,C,B,C,4.43,5.3,3.13,10.0,Science,2.0
S101236,19,M,Gafsa,International,Low,Bachelor,13458.0,2022-01-29,2023,345,12.82,0.95,11.38,0,Home+Mobile,14.69,9.77,13.6,11.13,9.68,10.78,B,D,D,C,9.11,8.01,7.34,5.22,Health,3.0
S100697,18,M,Gafsa,Private,Medium,Bachelor,19396.0,2021-10-07,2023,3,15.3,0.954,2.53,0,Mobile only,7.06,10.22,8.21,7.94,9.09,19.29,D,C,D,A,4.46,7.78,7.37,2.82,Letters,2.0
S101097,16,M,Tunis,Public,Medium,Master,31460.0,2022-02-23,2025,48,10.71,0.818,2.64,0,Mobile only,15.63,15.32,12.85,11.19,7.28,10.2,B,B,D,C,5.85,7.49,6.74,3.24,Science,2.0
S101628,16,F,Gabes,International,Low,PhD,30353.0,2021-11-28,2025,192,12.62,0.811,2.07,1,School only,14.24,13.88,20.0,6.13,13.48,4.6,B,B,B,D,,7.44,4.99,7.5,Engineering,2.0
S100448,17,M,Bizerte,Public,Low,Primary,32691.0,2021-09-09,2026,408,11.55,0.941,2.43,1,School only,13.46,19.16,,5.53,11.88,11.22,B,A,C,C,6.74,4.56,4.98,7.49,Engineering,3.0
S101909,16,M,Kairouan,Vocational,Low,Bachelor,32798.0,2022-07-31,2025,187,18.59,0.904,1.79,1,School only,9.62,8.77,8.16,1.92,16.01,11.35,D,D,A,C,2.58,6.18,5.49,8.03,Letters,3.0
S100327,18,M,Tunis,Public,Low,Secondary,6719.0,2022-03-22,2025,360,14.05,0.861,6.66,1,Mobile only,15.36,17.07,13.33,4.64,10.79,9.9,B,A,C,D,,6.35,9.67,7.07,Science,2.0
S100317,16,M,Gabes,Public,Medium,Master,32762.0,2022-08-21,2024,254,12.29,0.767,0.16,0,Home+Mobile,11.1,9.32,14.25,11.11,4.82,14.44,C,D,D,B,,6.6,5.83,2.95,Arts,2.0
S101753,17,F,Bizerte,International,Medium,Secondary,1000.0,2022-12-04,2023,179,10.22,0.881,3.59,2,Home+Mobile,10.54,13.11,6.02,17.72,15.55,4.4,C,B,B,D,2.67,6.9,5.56,7.23,Letters,3.0
S100526,17,M,Sfax,Public,Low,Bachelor,-5000.0,2022-06-13,2025,421,"9,64",-0.2,0.01,0,Mobile only,12.66,16.77,,10.55,10.57,10.96,C,A,C,C,5.46,2.17,3.32,7.29,Science,2.0
S100087,18,F,Sfax,Public,Medium,Secondary,28453.0,2022-01-07,2023,376,13.28,0.958,500.0,0,Mobile only,120.0,12.69,16.46,,10.51,17.45,D,C,C,A,6.44,4.7,5.76,7.93,Letters,2.0
S101285,18,M,Tunis,Public,Low,Primary,7957.0,2023-07-05,2023,185,9.77,0.854,0.41,2,Home+Mobile,16.64,10.43,7.53,11.48,8.49,6.73,A,C,D,D,7.71,5.72,5.99,4.0,IT,2.0
S100148,16,F,Tozeur,Public,Medium,Secondary,7834.0,2021-10-05,2023,467,9.34,0.866,500.0,1,Home+Mobile,120.0,15.21,6.24,5.88,15.77,12.72,D,B,B,C,,10.0,6.85,7.25,Letters,3.0
S101635,17,F,Kairouan,Public,Medium,Primary,21719.0,2022-01-26,2023,378,15.26,1.0,1.68,2,Home+Mobile,8.3,18.65,3.82,16.72,8.66,8.13,D,A,D,D,8.29,6.43,5.51,4.79,IT,3.0
S101544,20,F,Sousse,Private,Medium,Secondary,37110.0,2022-11-04,2023,44,16.14,0.907,2.46,0,Home+Mobile,15.57,10.57,7.83,18.19,10.2,8.62,B,C,C,D,,3.52,3.18,6.06,Economics,3.0
S101473,17,F,Monastir,Public,Low,Secondary,32045.0,2022-02-11,2024,429,17.06,0.903,6.21,1,Home+Mobile,9.27,11.33,9.47,3.61,14.28,7.32,D,C,B,D,10.0,7.53,5.75,2.14,Letters,2.0
S100365,17,M,Bizerte,Public,High,Primary,4537.0,2021-10-19,2023,326,16.66,0.872,0.84,2,Home+Mobile,15.81,11.03,5.22,11.55,10.25,8.1,B,C,C,D,1.47,6.23,5.94,6.57,IT,3.0
S100589,16,F,Sousse,Public,Medium,None,16323.0,2022-09-27,2023,31,16.2,0.904,4.8,0,Home+Mobile,2.07,11.35,7.97,13.85,11.72,13.25,D,C,C,B,4.39,8.22,5.71,8.17,Arts,2.0
S101524,17,M,Gabes,Public,High,Secondary,32418.0,2021-09-10,2023,412,12.08,0.915,0.25,0,Home+Mobile,15.21,13.34,4.48,13.36,12.3,8.47,B,B,C,D,4.13,6.25,4.82,6.98,Engineering,2.0
S100198,19,F,Gabes,International,High,Primary,6560.0,2022-01-12,2024,36,12.76,0.805,8.92,0,Mobile only,15.48,6.64,,12.71,9.6,7.92,B,D,D,D,7.96,6.14,6.26,3.82,Economics,3.0
S101910,17,M,Gafsa,Public,Medium,Master,48289.0,2021-10-29,2024,35,10.18,0.928,2.05,1,School only,9.03,15.0,,18.23,10.71,10.39,D,B,C,C,5.79,10.0,6.01,3.55,Arts,2.0
S100192,20,F,Gabes,Private,High,Bachelor,1000.0,2022-09-06,2023,254,11.69,0.824,11.86,1,None,14.72,13.27,8.19,10.91,11.77,16.82,B,B,C,A,6.3,6.27,8.64,7.93,Science,2.0
S100404,17,F,Sfax,Private,Low,Primary,28810.0,2021-09-13,2024,24,15.58,0.975,2.3,0,Home+Mobile,16.84,15.76,,11.05,7.77,14.11,A,B,D,B,5.19,7.8,7.9,8.0,Engineering,2.0
S101587,17,F,Nabeul,Public,Low,Secondary,16461.0,2022-03-05,2025,180,16.49,0.933,6.76,1,Home+Mobile,10.59,10.1,9.77,5.68,9.44,13.7,C,C,D,B,5.61,5.46,7.03,5.7,Letters,3.0
S100342,16,M,Gafsa,International,Low,Secondary,26095.0,2021-11-26,2025,12,10.57,0.906,3.3,1,School only,12.73,7.59,4.41,9.31,9.05,11.87,C,D,D,C,5.04,5.06,4.35,6.42,Letters,2.0
S100483,18,M,Monastir,Vocational,Low,Secondary,9586.0,2021-10-13,2023,176,8.68,0.831,9.47,0,Home+Mobile,9.95,14.02,14.97,9.49,12.11,11.47,D,B,C,C,4.9,,6.91,5.53,Economics,3.0
S101761,19,F,Tozeur,Public,Medium,Bachelor,40720.0,2022-01-27,2024,163,12.5,0.872,0.95,3,None,10.28,12.15,14.2,13.8,12.02,12.86,C,C,C,C,,6.72,6.53,6.39,IT,2.0
S100791,18,Other,Gafsa,Public,Medium,Primary,45527.0,2021-12-15,2024,111,11.35,0.86,2.17,1,Home+Mobile,10.69,3.63,12.74,10.63,13.84,10.59,C,D,B,C,2.33,5.41,5.26,6.5,Arts,2.0
S100799,20,M,Gafsa,Public,Low,Master,14845.0,2021-12-13,2023,394,13.73,0.799,0.87,2,Home+Mobile,14.51,14.46,11.21,0.49,14.97,,B,B,B,D,5.81,7.56,5.51,5.1,Science,2.0
S100384,18,M,Monastir,Public,Low,Bachelor,44513.0,2022-02-01,2025,478,14.33,0.721,0.82,3,Home+Mobile,14.71,10.6,9.38,10.26,13.75,11.92,B,C,B,C,7.75,8.01,6.23,3.51,Letters,2.0
S100750,16,M,Gafsa,Public,Medium,Secondary,31013.0,2022-05-26,2024,476,14.13,0.82,8.58,4,None,8.76,18.19,,8.55,13.85,6.16,D,A,B,D,5.56,7.17,5.35,6.13,Arts,2.0
S100422,16,F,Sfax,Public,Low,Bachelor,25721.0,2021-10-27,2025,413,13.66,0.907,2.3,0,Home+Mobile,19.26,8.5,7.73,6.76,14.59,11.66,A,D,B,C,4.63,5.23,4.85,5.78,Arts,2.0
S100314,19,Other,Sousse,Public,High,Master,10868.0,2023-05-02,2025,12,13.76,0.925,0.46,0,Home+Mobile,15.01,16.37,10.26,14.31,9.06,14.7,B,A,D,B,8.3,5.0,6.5,8.53,Science,2.0
S101021,17,M,Bizerte,Public,Medium,Secondary,24435.0,2021-10-06,2023,285,9.93,0.88,2.66,1,Home+Mobile,10.05,12.6,10.55,10.47,10.87,14.7,C,C,C,B,9.45,4.6,4.07,5.15,Letters,2.0
S100543,18,F,Tozeur,Vocational,Low,Master,1974.0,2022-04-18,2024,490,14.34,0.995,0.94,0,Mobile only,8.03,12.06,12.97,8.89,7.29,15.74,D,C,D,B,6.37,8.68,6.15,5.67,Letters,2.0
S100913,17,Other,Nabeul,Public,Low,Secondary,5238.0,2022-10-29,2024,110,11.27,0.965,9.11,1,Home+Mobile,8.42,12.41,,,17.96,17.23,D,C,A,A,8.35,5.55,3.94,5.24,Arts,3.0
S100662,18,M,Nabeul,Public,Medium,Bachelor,17853.0,2022-10-01,2023,170,8.2,0.864,0.63,1,Mobile only,7.43,9.95,12.5,14.88,12.27,9.13,D,D,C,D,6.67,4.34,8.11,6.68,Letters,2.0
S100902,16,M,Tunis,International,Low,Primary,7188.0,2021-12-26,2024,137,15.51,0.989,3.0,0,Mobile only,13.19,10.88,6.83,7.57,13.18,12.07,B,C,B,C,3.7,8.21,6.1,1.08,Letters,3.0
S101409,19,M,Nabeul,Private,Medium,Primary,17691.0,2022-05-06,2025,63,12.26,0.941,6.32,0,Mobile only,15.51,8.73,7.46,17.7,16.13,13.26,B,D,A,B,,5.64,3.3,7.23,Letters,3.0
S100685,18,M,Sfax,Vocational,Medium,Master,30762.0,2022-05-18,2026,96,15.41,0.937,0.96,1,Home+Mobile,20.0,13.9,2.61,13.02,14.76,,A,B,B,C,7.63,,5.92,7.58,Science,2.0
S101691,18,F,Tunis,Public,Low,Bachelor,6387.0,2021-09-22,2023,314,14.07,0.916,4.47,0,Mobile only,10.59,15.99,10.07,9.52,14.23,5.28,C,B,B,D,8.6,7.11,6.93,6.08,Letters,3.0
S100159,18,F,Gafsa,Public,Medium,Secondary,15468.0,2021-10-31,2026,63,15.14,0.917,3.03,1,Home+Mobile,8.57,10.41,10.22,11.87,11.75,9.39,D,C,C,D,9.35,4.29,5.86,6.62,Science,2.0
S100999,17,F,Kairouan,Public,Low,Secondary,22067.0,2022-10-06,2024,226,13.82,0.877,0.31,3,Home+Mobile,8.52,12.67,4.51,9.69,10.72,10.65,D,C,C,C,2.15,5.63,5.8,7.95,Science,3.0
S101312,18,F,Monastir,Private,Low,Secondary,18686.0,2022-10-22,2025,10,10.03,0.967,1.46,0,None,7.78,10.68,13.97,11.37,14.66,13.68,D,C,B,B,9.52,6.27,5.48,7.92,Arts,2.0
S101791,18,M,Gabes,Public,Low,Secondary,32951.0,2022-12-06,2024,172,17.05,0.792,9.07,0,Home+Mobile,14.52,14.63,17.02,1.0,12.23,16.53,B,B,C,A,4.47,6.74,6.27,7.21,Science,1.0
S100202,16,M,Tunis,Public,Low,Primary,30513.0,2022-07-30,2024,70,10.82,0.756,0.43,0,Home+Mobile,7.71,12.72,11.18,14.68,10.11,13.56,D,C,C,B,6.38,6.34,7.07,2.27,Letters,3.0
S101023,21,M,Gabes,Public,Medium,Master,40795.0,2022-08-23,2025,46,11.06,0.95,2.57,0,Mobile only,8.66,11.17,,16.48,15.93,2.78,D,C,B,D,8.44,3.91,2.09,7.21,Letters,3.0
S101962,19,M,Nabeul,Private,Low,Secondary,19099.0,2022-03-18,2024,9,"11,79",0.974,1.46,2,Home+Mobile,17.24,18.87,13.2,17.28,14.09,9.66,A,A,B,D,6.89,7.19,4.85,6.73,Science,3.0
S101200,19,F,Bizerte,Public,Low,Secondary,32346.0,2021-10-07,2025,45,14.27,1.0,2.75,3,None,11.21,19.19,17.58,2.28,8.93,6.52,C,A,D,D,5.05,6.9,3.29,5.43,Letters,2.0
S100112,20,M,Gafsa,Private,Medium,Bachelor,32596.0,2022-10-27,2025,246,14.02,0.929,1.84,0,Home+Mobile,12.23,14.91,17.93,3.07,8.3,11.83,C,B,D,C,3.33,5.11,3.29,7.52,Engineering,2.0
S101891,17,F,Tozeur,Public,Low,Bachelor,23945.0,2022-01-07,2023,360,10.5,0.893,0.58,0,Home+Mobile,11.44,12.5,,7.8,6.71,18.69,C,C,D,A,6.09,3.72,5.96,6.53,Letters,2.0
S101970,15,Other,Sousse,Public,Low,Bachelor,21867.0,2022-02-16,2023,372,11.33,0.927,0.66,1,Mobile only,9.99,10.55,10.18,15.01,16.26,15.9,D,C,A,B,6.62,5.52,6.9,5.77,Letters,1.0
S100980,17,M,Gafsa,Public,High,Primary,23577.0,2022-03-04,2025,225,16.04,0.841,0.2,0,Mobile only,5.92,15.89,12.47,11.32,14.45,12.3,D,B,B,C,7.62,,7.34,4.62,Arts,2.0
S100922,19,F,Monastir,Public,Medium,Primary,33596.0,2022-03-21,2025,184,9.33,0.832,3.37,3,None,13.55,15.04,9.46,15.69,19.55,13.51,B,B,A,B,3.58,8.27,3.96,3.63,Science,3.0
S101496,18,F,Gabes,Vocational,Low,Bachelor,36852.0,2021-12-22,2024,340,10.75,0.987,0.87,2,Home+Mobile,5.94,6.93,11.19,,10.18,11.39,D,D,C,C,3.56,5.63,6.24,2.12,Science,3.0
S101602,17,M,Gafsa,Public,Medium,Secondary,15797.0,2021-09-15,2026,478,9.09,0.84,3.28,0,Mobile only,13.38,8.98,11.57,11.22,13.39,7.08,B,D,B,D,7.55,,7.76,5.52,Letters,2.0
S101429,19,F,Sousse,Public,High,Primary,35424.0,2021-12-18,2025,115,14.39,0.858,1.72,1,Mobile only,14.08,10.67,8.25,17.58,14.33,14.21,B,C,B,B,6.41,2.98,5.12,4.9,Letters,3.0
S101824,18,M,Sousse,Public,Low,Secondary,21422.0,2022-03-05,2026,428,15.66,0.87,20.93,2,Home+Mobile,7.65,10.26,14.66,7.6,7.97,8.95,D,C,D,D,4.81,8.14,5.77,8.15,Letters,2.0
S100815,18,F,Gabes,Private,Medium,Secondary,1000.0,2022-03-22,2024,332,12.64,0.872,8.67,1,Home+Mobile,16.41,10.15,13.21,5.84,12.88,,A,C,C,D,10.0,6.38,4.98,7.43,Economics,3.0
S101377,18,M,Monastir,Public,Low,Bachelor,19585.0,2022-05-06,2025,373,13.75,0.846,0.15,2,Home+Mobile,8.13,9.02,3.79,13.39,4.16,7.34,D,D,D,D,5.87,7.71,1.41,7.89,IT,3.0
S101302,16,F,Sfax,Vocational,Medium,Primary,37348.0,2021-11-02,2023,23,11.6,0.975,0.13,4,Home+Mobile,10.02,9.71,14.47,16.5,12.2,9.69,C,D,C,D,9.71,5.16,6.08,6.71,Arts,3.0
S100679,19,F,Gafsa,Public,Medium,Secondary,20029.0,2023-10-05,2024,116,12.43,0.922,0.78,1,None,19.19,10.7,16.63,7.62,8.6,12.2,A,C,D,C,7.0,6.47,0.0,6.85,IT,2.0
S101093,18,F,Nabeul,Public,Low,Bachelor,15307.0,2022-05-08,2025,494,10.7,1.0,19.43,1,Mobile only,13.09,11.78,12.42,8.54,13.84,16.64,B,C,B,A,4.45,4.53,7.37,4.66,Engineering,3.0
S100080,19,M,Sfax,Public,Medium,Master,10155.0,2022-02-06,2024,185,10.6,0.945,0.9,2,Mobile only,12.25,10.38,,13.52,12.25,12.39,C,C,C,C,5.08,6.24,6.48,7.12,Letters,3.0
S101774,19,F,Gafsa,Public,Medium,Primary,12316.0,2022-01-06,2025,307,14.23,0.789,0.72,0,Home+Mobile,9.64,10.1,9.68,6.71,8.29,,D,C,D,C,4.12,7.1,5.87,6.43,IT,2.0
S101355,19,M,Tozeur,Public,Low,Secondary,20435.0,2024-07-05,2023,160,13.31,0.829,3.08,0,Home+Mobile,10.13,14.6,13.98,11.11,7.63,8.65,C,B,D,D,2.72,,4.15,6.5,Engineering,3.0
S101545,17,M,Nabeul,Public,Medium,Secondary,43933.0,2022-06-30,2025,60,8.04,0.816,4.3,1,School only,7.18,2.09,19.97,5.77,9.69,14.8,D,D,D,B,2.53,,4.04,6.18,Arts,2.0
S100752,18,M,Sousse,Public,Medium,None,24679.0,2023-04-22,2024,12,11.76,0.86,3.81,0,None,16.36,11.29,,11.63,9.84,11.14,A,C,D,C,4.02,4.75,5.81,4.29,Engineering,2.0
S101330,18,F,Monastir,Public,Low,Bachelor,26931.0,2022-09-14,2026,171,16.46,0.883,1.55,0,Mobile only,17.62,8.05,,,16.92,12.21,A,D,A,C,4.19,7.61,2.78,10.0,Letters,2.0
S101054,21,F,Bizerte,Public,Medium,Bachelor,35966.0,2022-05-20,2023,230,12.01,0.844,1.12,3,Mobile only,10.52,5.97,10.13,11.02,12.27,8.78,C,D,C,D,,7.9,9.47,5.0,Arts,2.0
S100242,20,F,Monastir,International,Medium,PhD,26597.0,2021-11-12,2023,303,11.72,0.882,0.75,2,Home+Mobile,9.35,17.05,14.4,14.47,15.29,13.31,D,A,B,B,6.42,8.81,4.94,7.69,Letters,3.0
S101352,17,F,Monastir,Public,Low,Secondary,36356.0,2021-09-23,2025,234,13.55,1.0,2.73,1,Mobile only,20.0,8.03,,18.16,12.3,13.65,A,D,C,B,7.24,,2.42,3.45,Arts,2.0
S100641,17,M,Sousse,Private,Low,Master,23578.0,2024-02-23,2024,498,12.6,0.924,0.55,0,Home+Mobile,7.78,7.15,,13.33,14.66,14.17,D,D,B,B,4.16,5.63,4.76,6.8,Letters,2.0
S100696,17,F,Nabeul,Public,Low,Secondary,35275.0,2022-11-23,2024,9,10.07,0.888,2.47,2,Home+Mobile,11.44,7.98,12.81,,13.53,5.83,C,D,B,D,4.69,7.61,5.04,5.54,Letters,2.0
S100209,16,F,Nabeul,Public,Low,Bachelor,29280.0,2021-09-03,2025,2,12.58,0.787,5.05,2,None,13.04,12.37,14.3,17.51,20.0,14.99,B,C,A,B,4.81,5.83,7.35,6.8,Engineering,2.0
S101421,18,F,Kairouan,Public,Medium,Secondary,45567.0,2022-03-27,2023,4,10.55,0.785,2.65,2,Home+Mobil,12.6,14.56,13.08,9.87,15.07,13.23,C,B,B,B,,2.52,4.06,5.11,Science,3.0
S100770,16,M,Monastir,Public,Medium,Primary,52218.0,2021-11-19,2025,415,12.35,0.89,4.91,1,Home+Mobile,5.45,6.97,10.42,12.72,9.89,12.34,D,D,D,C,6.05,7.09,7.35,4.6,Economics,3.0
S101768,17,M,Kairouan,Public,Medium,Bachelor,33894.0,2022-05-23,2025,220,10.24,0.829,9.61,1,Home+Mobile,9.12,18.8,11.64,12.18,16.17,,D,A,A,B,8.84,9.52,5.92,5.78,Arts,
S100435,18,M,Bizerte,Public,Medium,Secondary,1000.0,2022-08-21,2024,125,14.06,0.933,1.37,2,Home+Mobile,18.44,19.8,11.71,9.45,11.45,9.15,A,A,C,D,5.56,9.2,8.25,6.87,Engineering,3.0
S101063,17,F,Bizerte,Public,Medium,Primary,1000.0,2022-09-25,2025,295,15.07,0.849,0.59,0,Mobile only,15.69,14.04,16.13,16.02,14.3,7.3,B,B,B,D,,5.01,5.91,5.03,Engineering,2.0
S100974,15,M,Sousse,Public,Medium,Secondary,12047.0,2022-06-27,2026,60,8.49,0.938,3.73,1,Mobile only,14.93,6.31,14.19,10.37,12.25,7.92,B,D,C,D,9.9,,5.83,0.02,Science,3.0
S100551,19,M,Gabes,Public,Medium,Secondary,16401.0,2021-11-30,2023,208,12.28,0.809,2.39,3,Mobile only,15.95,11.07,12.15,8.22,8.81,9.76,B,C,D,D,6.08,3.66,7.65,4.56,Engineering,3.0
S101265,16,M,Tunis,Public,Medium,Bachelor,11378.0,2023-06-08,2023,37,7.93,0.925,5.96,1,Home+Mobile,16.57,8.66,13.49,13.15,15.31,,A,D,B,D,10.0,5.48,6.87,3.12,Letters,4.0
S101957,17,M,Gafsa,Private,Low,Bachelor,28432.0,2022-10-09,2024,301,12.72,0.775,2.5,1,Mobile only,12.43,9.78,6.72,9.37,14.82,11.45,C,D,B,C,4.01,7.79,4.0,5.47,Science,2.0
S101013,15,M,Tozeur,Publc,Low,None,27594.0,2021-10-10,2025,497,10.23,0.918,3.13,0,Home+Mobile,9.14,6.71,,4.52,10.41,17.57,D,D,C,A,5.77,,7.11,6.3,Letters,2.0
S101900,18,M,Nabeul,Private,Low,Primary,19595.0,2022-09-09,2025,92,15.6,0.805,12.59,2,None,14.61,6.56,13.92,8.29,11.2,18.33,B,D,C,A,7.55,6.15,6.09,5.45,Letters,2.0
S100466,17,M,Monastir,Public,Medium,None,11755.0,2021-12-07,2025,259,13.75,0.921,0.73,2,Mobile only,10.86,8.63,9.48,15.92,8.32,14.26,C,D,D,B,2.9,8.65,3.25,4.23,Letters,2.0
S101487,18,M,Gabes,Vocational,Medium,Primary,26787.0,2021-09-05,2025,292,17.33,0.97,3.88,1,Mobile only,9.74,17.07,6.17,6.34,7.43,,D,A,D,D,6.43,10.0,5.6,2.98,Health,4.0
S101317,18,M,Gabes,Public,Medium,Master,37884.0,2022-02-18,2026,355,12.57,1.0,2.41,0,Mobile only,12.42,7.13,,,19.63,11.08,C,D,A,C,6.06,5.18,6.36,6.85,Arts,3.0
S100277,18,F,Kairouan,Public,High,Primary,55179.0,2021-10-11,2025,432,15.85,0.988,1.88,0,Home+Mobile,10.45,9.27,17.78,7.14,17.87,12.36,C,D,A,C,2.59,,5.11,7.38,Arts,3.0
S101069,17,F,Tunis,Public,Medium,Secondary,19543.0,2021-11-24,2026,492,13.29,1.0,7.64,1,School only,10.6,13.22,9.59,12.82,10.6,7.69,C,B,C,D,7.33,6.5,2.37,6.62,Letters,3.0
S101017,18,M,Gafsa,Vocational,Medium,Primary,23437.0,2021-11-30,2024,210,11.32,0.969,1.92,2,Home+Mobile,12.19,11.67,9.69,8.89,14.44,8.45,C,C,B,D,,7.77,5.81,4.28,Science,3.0
S101333,21,M,Kairouan,Public,Medium,Secondary,28835.0,2021-11-19,2024,435,12.3,0.816,3.64,1,School only,13.75,8.11,11.97,12.23,12.31,,B,D,C,B,3.86,6.22,10.0,5.03,Letters,2.0
S100722,16,F,Tunis,Public,Low,Primary,14318.0,2022-08-19,2024,88,14.34,0.957,0.6,2,Mobile only,11.7,12.99,7.88,5.72,8.53,12.01,C,C,D,C,10.0,7.21,2.45,5.21,Engineering,3.0
S101967,17,M,Sfax,Public,Medium,Master,20335.0,2022-01-10,2023,2,16.57,0.868,0.71,0,Mobile only,12.08,13.47,,8.25,14.54,7.32,C,B,B,D,8.69,7.81,5.64,6.01,Arts,2.0
S100786,18,Other,Tozeur,Public,High,Secondary,30237.0,2021-09-08,2025,493,18.5,0.879,2.63,1,Mobile only,9.42,6.57,,6.6,2.92,11.97,D,D,D,C,,6.08,4.79,1.77,Engineering,2.0
S101558,19,M,Bizerte,Private,High,Bachelor,1000.0,2021-09-20,2024,194,14.6,0.912,0.08,2,Home+Mobile,9.42,13.32,8.18,9.58,11.44,13.49,D,B,C,B,3.66,6.44,8.15,3.75,Letters,3.0
S101320,17,F,Gafsa,Vocational,Low,Secondary,14882.0,2021-12-20,2025,465,15.3,0.863,5.57,1,Home+Mobile,9.02,9.06,10.33,,13.8,9.84,D,D,B,D,5.07,7.43,4.43,7.45,Letters,3.0
S101381,17,M,Tunis,International,Medium,Master,27901.0,2021-11-17,2025,82,"13,7",0.918,3.21,2,Mobile only,9.21,14.77,20.0,14.08,11.1,,D,B,C,B,,7.46,3.76,6.59,Letters,2.0
S101549,18,F,Tunis,Vocational,Medium,Master,35453.0,2022-01-25,2025,373,12.33,0.831,1.8,2,Home+Mobile,10.18,13.21,15.06,14.45,10.21,9.42,C,B,C,D,5.7,4.62,6.4,4.57,Letters,2.0
S100906,19,Other,Tunis,Private,Low,Bachelor,6806.0,2021-09-03,2024,412,15.9,0.868,3.14,1,Home+Mobile,17.08,15.33,,16.7,12.45,13.82,A,B,C,B,6.71,4.74,4.42,9.21,Science,3.0
S100563,15,M,Bizerte,Private,Medium,Primary,1000.0,2021-10-21,2025,66,14.07,0.878,1.1,0,Mobile only,11.32,11.5,12.67,9.84,14.46,12.58,C,C,B,C,4.8,7.71,4.23,7.16,Arts,
S100388,19,F,Gabes,Private,Low,Secondary,17283.0,2021-09-24,2023,313,14.06,0.921,0.8,1,Home+Mobile,7.51,9.0,11.64,7.9,11.59,,D,D,C,C,5.07,,4.95,10.0,Economics,2.0
S100022,17,F,Gafsa,Public,High,Secondary,34747.0,2021-12-21,2025,447,13.91,0.926,7.08,2,Home+Mobile,11.88,10.67,12.88,7.4,15.31,11.2,C,C,B,C,3.26,5.4,6.39,7.39,Letters,3.0
S101233,15,M,Bizerte,Public,Low,Master,16881.0,2022-05-09,2024,162,13.0,0.902,3.83,4,Home+Mobile,13.69,10.81,7.81,12.34,14.36,,B,C,B,C,5.88,,6.82,3.88,Letters,2.0
S100124,17,Other,Kairouan,Vocational,Low,Master,11534.0,2022-07-03,2025,422,10.5,0.872,4.86,2,Home+Mobile,12.19,13.7,9.32,16.91,15.11,10.25,C,B,B,C,7.37,5.93,3.88,8.67,Science,3.0
S101257,17,M,Nabeul,Public,Medium,Bachelor,20455.0,2022-10-07,2025,179,12.43,0.792,1.29,2,Home+Mobile,13.84,11.4,9.2,17.22,15.4,,B,C,B,D,5.91,5.33,5.35,4.71,Engineering,2.0
S100773,17,M,Tozeur,Public,Medium,Secondary,29069.0,2021-09-30,2026,217,11.98,0.855,3.17,3,Home+Mobile,9.64,14.06,15.02,12.62,9.14,8.74,D,B,D,D,3.83,5.99,5.29,2.6,Engineering,2.0
S100880,17,M,Bizerte,Vocational,Medium,None,24554.0,2021-12-13,2023,160,11.06,0.887,12.15,1,School only,15.47,11.68,14.56,17.19,11.07,8.01,B,C,C,D,2.93,8.45,4.13,6.69,Engineering,3.0
S101144,17,M,Gabes,Private,Medium,Primary,26409.0,2024-01-01,2023,13,7.81,0.873,3.99,0,Home+Mobile,17.9,15.07,6.82,7.62,10.37,11.73,A,B,C,C,10.0,7.36,8.85,2.39,Science,2.0
S101166,19,F,Gabes,Private,Medium,Primary,4514.0,2021-11-27,2025,495,9.69,0.894,1.28,1,Home+Mobile,17.36,9.71,11.23,7.07,7.52,15.8,A,D,D,B,7.08,7.03,6.09,4.35,Letters,2.0
S100050,20,M,Sousse,Private,Medium,Bachelor,8299.0,2021-10-13,2023,202,15.05,0.822,3.52,0,Home+Mobil,11.17,7.62,10.88,13.3,15.52,11.86,C,D,B,C,6.85,4.44,6.21,6.77,Arts,2.0
S101588,17,M,Bizerte,Vocational,Low,Secondary,5147.0,2021-12-22,2024,93,16.21,0.859,5.47,2,Home+Mobile,14.73,14.4,9.31,15.43,13.74,9.75,B,B,B,D,6.38,6.33,8.83,5.07,Engineering,2.0
S101469,19,M,Bizerte,Private,Low,Bachelor,25662.0,2022-08-11,2025,240,8.29,1.0,0.87,2,Home+Mobile,14.1,13.62,12.38,13.78,17.76,8.1,B,B,A,D,5.74,5.99,4.98,6.84,Science,2.0
S101105,16,M,Bizerte,Public,Medium,Primary,1000.0,2021-10-16,2024,288,13.86,0.918,7.37,1,Mobile only,10.94,14.9,15.11,13.22,12.86,8.05,C,B,C,D,7.89,6.74,7.12,3.28,Economics,3.0
S100703,16,M,Gafsa,Public,Medium,PhD,13101.0,2021-10-11,2025,158,8.68,0.891,5.45,1,Home+Mobile,13.5,5.81,7.59,15.96,14.8,6.34,B,D,B,D,3.94,7.55,7.89,8.14,Arts,2.0
